incubator,location,incubee,current_incubatees,graduated_incubatees
Suyash Tripathi,Chennai Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.64c3931ce4b0c4486e88e724.html,0,0
HBTU,Kanpur Nagar Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.64be4180e4b0c4486e87fa22.html,0,0
TIH-IoT,Mumbai Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.64b79930e4b0c4486e86d74d.html,18,3
KR Mangalam Entrepreneurship and Incubation Center,Sohna Haryana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.64afc6cae4b0ca7b139a50a3.html,7,1
SPMVV-Women Biotech Incubation Facility SSIIE,Tirupati Andhra Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.649e8606e4b0a5524e7b8fbc.html,9,47
Technology Innovation Foundation of IIT Palakkad,Palakkad Kerala,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.6493e29ae4b0a9bff5ca6ae1.html,8,2
ARAI Advance Mobility Transformation and Innovation Foundation AMTIF,Pune Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.648adb12e4b0a9bff5c84c07.html,0,0
SOA-CII,Bhubaneswar Odisha,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.6482fc95e4b0ac8d4b2ffd35.html,5,16
Tagore Centre for Green Technology Business Incubation,Howrah West Bengal,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.647f1266e4b0349752872352.html,14,12
SGBAU Research and Incubation Foundation,Amravati Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.647de48ce4b034975286a29c.html,18,2
A Hub,Visakhapatnam Andhra Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.647d9ec6e4b0349752866880.html,40,10
JNTUH TBI,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.64748731e4b0d597a0303da8.html,12,12
SDAU Rural Business Incubation Centre,Palanpur Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.64688aa8e4b025c671458852.html,0,0
Incubation and Innovation Foundation VBS Purvanchal University,Jaunpur Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.64650c7fe4b025c67144ccaa.html,0,0
IVRI Pashu Vigyan Incubator,Bareilly Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.645e0b88e4b037e48cd96f68.html,0,0
STPINext OctaNE CoE, Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.6452142ee4b0af7362ca5cd8.html,0,0
Innoscale Global Foundation,Gorakhpur Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.644b6d0fe4b04d6c194a9c42.html,40,20
International Automobile Centre of Excellence,Gandhinagar Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.6440e646e4b00774939c7aae.html,0,0
Incubein Foundation,Nagpur Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.643fa18fe4b00774939981d1.html,0,0
IITI DRISHTI CPS FOUNDATION,Indore Madhya Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.643d1e97e4b06425b785d377.html,21,14
AIC INFED,Nagpur Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.64339ca9e4b0e8a42abfb176.html,0,0
Bundelkhand University Active Start-Up Incubation Council (BASIC),Jhansi Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.64325f7de4b0e8a42abf6ea3.html,7,1
Sreenidhi ASCEND,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fe9621393bae4b371307d.html,0,0
CIMP Business Incubation & Innovation Foundation,Patna Bihar,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fcac31393bae4b3713070.html,75,10
GL Bajaj Center for Research and Incubation,Gautam Buddha Nagar Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fca9f1393bae4b371306e.html,75,10
Sri Sairm Techno Incubator Foundation,Chennai Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fca7a1393bae4b371306b.html,85,17
NetEdge Incublator,Noida Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fca4b1393bae4b3713067.html,11,21
Ekta Incubation Centre,Nadia West Bengal,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fca2d1393bae4b3713061.html,23,11
Sand Tank Startup Foundation (Axis Colleges),Kanpur Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fc9561393bae4b371305d.html,0,0
BUNDELKHAND INNOVATION AND INCUBATION CENTER FOUNDATION,Jhansi Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fc93b1393bae4b3713058.html,0,0
ACIC-VGU Foundation,Jaipur Rajasthan,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fc91a1393bae4b3713053.html,55,3
Startup Accelerator Chamber of Commerce,Mohali Punjab,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fc5db1393bae4b371303c.html,250,150
Lemon Ideas Innovations Pvt Ltd,Nagpur Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fc5821393bae4b3713031.html,10,45
AIC-IIITH Foundation,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fc2771393bae4b3713017.html,14,11
Grameena Incubation Center,Anakapalle Andhra Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fc13b1393bae4b3713003.html,9,4
Ideation Innovation & Incubation (I-3) Foundation,Varanasi Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fc09f1393bae4b3712ffc.html,0,0
Technology Business Incubator @ Kongu Engineering College,Erode Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fc06d1393bae4b3712ffa.html,0,0
ACIC GIETU FOUNDATION,Rayagada Odisha,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fbf36e4b03b5271299c19.html,0,0
NAVSANCHAR INCUBATION AND CENTER FOR ENTREPRENEURSHIP FOUNDATION RECABN,Ambedkar Nagar Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fbcf11393bae4b3712fe3.html,17,3
Kurativz Technologies And Consultation Private Limited,Noida Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fbc901393bae4b3712fdd.html,21,9
IIPH NIDHI TBI for Public Health Gandhinagar,Gandhinagar Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fbc221393bae4b3712fcd.html,40,14
Mizoram University BioNEST,Aizawl Mizoram,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fbbfb1393bae4b3712fca.html,1,1
Sharda Launchpad Foundation,Gautam Buddha Nagar Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fb6ee13931a3ca2ef7243.html,25,28
Karunya Technology Business Incubation Park,Coimbatore Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fb6be13931a3ca2ef7242.html,13,5
REVA NEST - TBI,Bengaluru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fb68613931a3ca2ef723f.html,68,19
Rural Business Incubator,Almora Uttarakhand,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642fb50913931a3ca2ef7239.html,1600,500
The StepUp Ventures,Bengaluru Urban Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642eefb11393b6c2dc4cc318.html,0,0
Bennett Hatchery,Gautam Buddha Nagar Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642eef171393b6c2dc4cc308.html,50,20
Amrita TBI,Kollam Kerala,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642eef0c1393b6c2dc4cc307.html,269,186
IIT Mandi Catalyst,Mandi Himachal Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642eee7b1393b6c2dc4cc301.html,509,200
AIC Mahindra e-Hub Foundation,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642eee2c1393b6c2dc4cc300.html,7,5
SIDDHAM INNOVATION AND BUSINESS INCUBATION CENTRE,Kolhapur Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642eed771393b6c2dc4cc2ee.html,0,0
SPARK Incubation Centre,Sagar Madhya Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642eed651393b6c2dc4cc2ea.html,30,30
EDII Anna Business Incubation Research Foundation,Tiruchirappalli Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642eeb581393b6c2dc4cc2cc.html,30,15
VEC Centre for Research & Innovation Foundation Vardhaman Educational Society,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642eeb4e1393b6c2dc4cc2cb.html,23,9
SANDIP TBI,Nashik Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642ee7941393b6c2dc4cc29b.html,42,4
PERIYAR UNIVERSITY BUSINESS INCUBATION CONFEDERATION,Salem Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642ee7331393b6c2dc4cc292.html,32,5
Crest Innovations Foundation,New Delhi Delhi,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642edf6f1393b6c2dc4cc23c.html,15,500
IIMN Foundation for Entrepreneurship Development (InFED),Nagpur Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642ed7a01393b6c2dc4cc1f5.html,0,0
Pusa Krishi,New Delhi Delhi,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642ed5bc1393b6c2dc4cc1ea.html,100,150
AIC@36Inc,Raipur Chhattisgarh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642ed37f1393b6c2dc4cc1da.html,127,18
Centre for Innovation Incubation and Business Modelling,Jammu Jammu and Kashmir,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642ecfd51393b6c2dc4cc19f.html,19,3
G H Raisoni Technology Business Incubator Foundation,Nagpur Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642ece3a1393b6c2dc4cc16e.html,0,0
AIC MAHAMANA FOUNDATION FOR INNOVATION AND ENTREPRENEURSHIP IM BHU,Varanasi Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642ecd0b1393b6c2dc4cc15b.html,25,45
GNLU Legal Incubation Council,Ahmedabad Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642ec8561393b6c2dc4cc13a.html,20,20
Centre for Entrepreneurship Development and Incubation (CEDI),Tiruchirappalli Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642ec6781393b6c2dc4cc098.html,0,0
IIM Kashipur Foundation for Innovation and Entrepreneurship Development,Kashipur Uttarakhand,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642ec37a1393b6c2dc4cc06c.html,78,73
ACIC RISE ASSOCIATION,Mohali Punjab,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642e4f93e4b017331e5f10e6.html,90,5
Yenepoya Technology Incubator,Mangaluru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642d6f5ae4b017331e5ee629.html,35,10
SSIIE-Technology Business Incubator,Tirupati Andhra Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642d6366e4b017331e5ee13c.html,56,6
DBU TBI FOUNDATIONS,Fatehgarh Sahib Punjab,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642d41d9e4b017331e5ed122.html,0,0
NASSCOM COE IOT,Bengaluru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642d369be4b017331e5ecc27.html,61,113
ACIC - KL Startups Foundation,Guntur Andhra Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642d3418e4b017331e5ecb1d.html,0,0
ANGRAU RKVY Agri Business Incubator,Tirupati Andhra Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642d33a3e4b017331e5ecad7.html,56,16
NATIONAL DESIGN BUSINESS INCUBATOR - AHMEDABAD,Ahmedabad Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642d0e76e4b017331e5eb48c.html,25,46
DAVV Incubation Centre,Indore Madhya Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642c1116e4b017331e5e2bb2.html,22,2
Sobus Ventures Incubator,Bengaluru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642c0f73e4b017331e5e2988.html,0,0
AIC Nitte Incubation Centre,Udupi Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642aaa63e4b017331e5d5a72.html,22,28
Karnavati Innovation and Incubation Foundation,Gandhinagar Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642a9e14e4b017331e5d4d0c.html,58,9
BIT TBI,Erode Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642a4d5ce4b070b7ef2e02d7.html,43,42
IIT Guwahati TIDF BioNEST,Guwahati Assam,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.6427d875e4b070b7ef2dd676.html,27,2
Innovation Mission Punjab,Sahibzada Ajit Singh Nagar Punjab,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642530eae4b070b7ef2cf42e.html,0,0
Centre for Incubation,Kolkata West Bengal,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.6424549de4b070b7ef2cae74.html,10,5
MOTION CoE,Pune Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.6423fc9ee4b070b7ef2c93a5.html,28,3
SGSITS Incubation Forum,Indore Madhya Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.6423eaf8e4b070b7ef2c8d06.html,26,4
WeAiD - Incubator for Women Startps,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.6423e465e4b070b7ef2c89e2.html,12,4
NETRARIT Foundation,Sangli Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.6423e2f0e4b070b7ef2c894d.html,36,7
Rise Jhansi Incubation Center,Jhansi Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.6422e23ce4b070b7ef2c65af.html,0,0
Vel Tech Technology Business Incubator,Tiruvallur Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.64229beae4b070b7ef2c4a52.html,45,120
FOUNDATION FOR CfHE,Sangareddy Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.64228838e4b070b7ef2c4230.html,39,43
Digvijay Singh,Ahmedabad Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642140bbe4b070b7ef2c025a.html,450,70
Jain University Incubation Centre,Bengaluru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.64213ec1e4b070b7ef2c0136.html,0,0
WISE SNDTWU Incubation Centre,Mumbai Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.642130e0e4b070b7ef2bf6f1.html,0,0
UASB AIC,Bengaluru Urban Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.64212dc6e4b070b7ef2bf562.html,20,4
Centre for Advancing and Launching Enterprises,Gandhinagar Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641f3962e4b070b7ef2ba810.html,110,40
Dr Prashant Khande,Pune Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641eee0be4b070b7ef2b92af.html,0,0
AIC Pinnacle Entrepreneurship Forum,Pune Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641ee1e4e4b070b7ef2b8de7.html,37,13
CCS NIAM Agri Business Incubator,Jaipur Rajasthan,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641ee095e4b070b7ef2b8d54.html,211,73
AIC-PONDICHERRY ENGINEERING COLLEGE FOUNDATION,Pondicherry Puducherry,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641eceaae4b070b7ef2b8575.html,62,12
B Nest Foundation,Bhopal Madhya Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641ec2dce4b070b7ef2b80a9.html,60,87
AIC ADT BARAMATI FOUNDATION,Baramati Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641eadc8e4b070b7ef2b7689.html,12,25
BioNEST-BHU InnoResTech Foundation,Varanasi Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641ea4c3e4b070b7ef2b70bf.html,7,2
AIC SMU TECHNOLOGY BUSINESS INCUBATION FOUNDATION,Namchi Sikkim,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641e8fd9e4b070b7ef2b5989.html,75,18
AICNIFTTEA Incubation Centre for Textiles and Apparels,Tiruppur Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641e8affe4b070b7ef2b571a.html,101,23
SSCBS Innovation and Incubation Foundation,North West Delhi Delhi,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641e0103e4b070b7ef2b39f7.html,0,0
Security and Scientific Technical Research Association,Gandhinagar Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641df5f8e4b070b7ef2b3719.html,5,4
ThinkTrans Foundation,Solapur Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641def6ee4b070b7ef2b35ed.html,0,0
MedTech Centre of Entrepreneurship,Lucknow Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641d9ed3e4b070b7ef2b1775.html,0,0
Institute for Industrial Development under the aegis of M/s Samadhan Samiti,Lucknow Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641d95e9e4b070b7ef2b120d.html,6,19
Bala Vikasa Center for Social and Responsible Business,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641d8ef8e4b070b7ef2b0d29.html,7,32
Electropreneur Park,South Delhi Delhi,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641d7c97e4b070b7ef2affd7.html,9,48
RISE Foundation IISER,Kolkata West Bengal,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641d767ae4b070b7ef2afb10.html,0,0
APIARY,Gurugram Haryana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641d71b7e4b070b7ef2af767.html,0,0
CHAMBER OF INDIAN MICRO SMALL AND MEDIUM ENTERPRISES,Central Delhi Delhi,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641d711be4b070b7ef2af6e4.html,25,5
MUTBI,Udupi Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641d6eb7e4b070b7ef2af506.html,12,22
OctaNE CoE,Guwahati Assam,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641d4821e4b070b7ef2addeb.html,0,0
Shantanu Patil,Kanchipuram Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641d42bbe4b070b7ef2adb05.html,20,8
Research and Innovation Circle of Hyderabad,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641c6c37e4b070b7ef2aa0b3.html,18,18
CIET-TBI,Coimbatore Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641c5293e4b070b7ef2a9c55.html,10,15
Startup Incubation & Innovation Foundation UPTTI Kanpur,Kanpur Nagar Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641c19e4e4b070b7ef2a8b79.html,0,0
Nashik Engineering Cluster,Nashik Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641c0087e4b070b7ef2a8287.html,15,4
JSSATE STEP BANGALORE,Bengaluru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641bf986e4b070b7ef2a7f57.html,0,0
Agri Business Incubation Foundation IIT Kharagpur,Kharagpur West Bengal,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641af724e4b070b7ef2a5e8b.html,0,0
AIC SMU TECHNOLOGY BUSINESS INCUBATION FOUNDATION,Gangtok Sikkim,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.641aec81e4b070b7ef2a5b50.html,74,18
